name,type,id,level,play_cost,evolution_cost,evolution_color,evolution_level,xros_req,color,color2,digi_type,digi_type2,form,dp,attribute,rarity,stage,artist,main_effect,source_effect,alt_effect,series,pretty_url,date_added,tcgplayer_name,tcgplayer_id,set_name
Airdramon,Digimon,LM-009,4.0,4.0,2.0,Green,3.0,,Green,,Mythical Beast,,Champion,4000.0,Vaccine,U,Champion,,"[Your Turn] When a card with [Angoramon] in its text would be played or one of your Digimon would digivolve into such a card, by suspending this Digimon, reduce the play or digivolution cost by 2.
[Your Turn] When this Digimon becomes suspended, 1 of your Digimon with [Angoramon] in its text gains ＜Rush＞ for the turn. (This Digimon can attack the turn it comes into play.)",,,Digimon Card Game,airdramon-lm-009,2024-05-27 15:14:30,Airdramon,538421.0,['LM-01: Limited Card Pack Digimon Ghost Game']
Airdramon,Digimon,BT3-024,4.0,5.0,2.0,Blue,3.0,,Blue,,Mythical Beast,,Champion,4000.0,Vaccine,U,Champion,,"[Security] At the end of the battle, play this card without paying the cost.",,,Digimon Card Game,airdramon-bt3-024,2024-05-27 15:14:30,Airdramon,231780.0,"['25th Special Memorial Pack', 'BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5', 'Memorial Collection 25th Anniversary']"
Airdramon,Digimon,EX3-029,4.0,5.0,2.0,,,,Yellow,,Mythical Beast,,,5000.0,Vaccine,C,,,"[On Play] Search your security stack, reveal 1 card from it, and add it to your hand. If it's a yellow card, ＜Recovery +1 (Deck)＞. Then, shuffle your security stack.",,,Digimon Card Game,airdramon-ex3-029,2024-05-27 15:14:30,Airdramon,452918.0,['EX-03: Theme Booster Draconic Roar']
Airdramon,Digimon,EX9-025,4.0,5.0,2.0,,,[Digivolve] Lv.3 w/[DM] trait: Cost 2,Yellow,,Mythical Beast,DM,,5000.0,Vaccine,U,,,"＜Training＞ (In the main phase, by suspending this Digimon, place your deck's top card face down as this Digimon's bottom digivolution card. This effect can also activate in the breeding area.)
[When Attacking] [Once Per Turn] By placing your deck's top card face down as this Digimon's bottom digivolution card, to 1 of your opponent's Digimon, give -2000 DP for the turn for each of this Digimon's face-down digivolution cards.","＜Barrier＞ (When this Digimon would be deleted in battle, by trashing the top card of your security stack, prevent that deletion.)",[Digivolve] Lv.3 w/[DM] trait: Cost 2,Digimon Card Game,airdramon-ex9-025,2025-05-09 18:01:07,Airdramon,630793.0,['EX-09: Extra Booster Versus Monsters']
Airdramon,Digimon,BT15-059,4.0,5.0,2.0,,,[Digivolve] Lv.3 w/[SoC] trait: Cost 2,Black,,Mythical Beast,SoC,,4000.0,Vaccine,C,,,"[On Play] [When Digivolving] By placing 1 [Marvin Jackson] from your hand as this Digimon's bottom digivolution card, ＜De-Digivolve 1＞ 1 of your opponent's Digimon. (Trash the top card. You can't trash past level 3 cards.)",＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase.),[Digivolve] Lv.3 w/[SoC] trait: Cost 2,Digimon Card Game,airdramon-bt15-059,2024-05-27 15:14:30,Airdramon,537926.0,['BT-15: Booster Exceed Apocalypse']
Airdramon,Digimon,BT19-032,4.0,4.0,2.0,,,,Yellow,,Mythical Beast,,,4000.0,Vaccine,C,,,"[On Deletion] 1 of your opponent's Digimon gains ＜Security A. -1＞ (This Digimon checks 1 additional security card.) until the end of their turn. Then, if you have 2 or fewer security cards, ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack.)","＜Barrier＞ (When this Digimon would be deleted in battle, by trashing the top card of your security stack, prevent that deletion.)",,Digimon Card Game,airdramon-bt19-032,2024-09-09 08:06:33,Airdramon,587276.0,"['BT-19: Booster Xros Evolution', 'BT18-19: Special Booster Ver.2.0']"
Airu Suzaki,Tamer,BT12-091,,3.0,,,,,Yellow,,Hunter,,,,,U,,,"[Start of Your Main Phase] By placing 1 Digimon card with ＜Save＞ in its text from your hand under this Tamer, 1 of your opponent's Digimon gets -2000 DP for the turn.
[Your Turn] When one of your Digimon would digivolve into a Digimon card with ＜Save＞ in its text, by suspending this Tamer and placing 1 card from under one of your Tamers as the bottom digivolution card of that Digimon, reduce the digivolution cost by 1.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,airu-suzaki-bt12-091,2024-05-27 15:14:30,Airu Suzaki,492439.0,['BT-12: Booster Across Time']
Ajatarmon,Digimon,BT10-053,5.0,8.0,3.0,,,,Green,,Vegetation,,,7000.0,Vaccine,U,,,"[Main] [Once Per Turn] By suspending 1 of your green Digimon, you may play 1 Digimon card with [Vegetation], [Plant] or [Fairy] in any of its traits and 3000 DP or less from your hand without paying its memory cost.","[Your Turn] [Once Per Turn] When an effect suspends one of your Digimon, gain 1 memory.",,Digimon Card Game,ajatarmon-bt10-053,2024-05-27 15:14:30,Ajatarmon,449122.0,['BT-10: Booster Xros Encounter']
Akatorimon,Digimon,BT15-010,4.0,4.0,2.0,,,,Red,,Giant Bird,,,5000.0,Data,C,,,"[Your Turn] [Once Per Turn] When one of your Digimon attacks a player, delete 1 of your opponent's Digimon with 3000 DP or less.",,,Digimon Card Game,akatorimon-bt15-010,2024-05-27 15:14:30,Akatorimon,537985.0,['BT-15: Booster Exceed Apocalypse']
Akemi Suedou,Tamer,BT22-095,,4.0,,,,,White,,CS,,,,,U,,,"[Security] Play this card without paying the cost.
[Your Turn] When any of your Digimon with the [Eater] trait are played, by suspending this Tamer, gain 1 memory. Then, if you have 7 or fewer cards in your hand, ＜Draw 1＞ (Draw 1 card from your deck.)
[Main] Place this Tamer as any of your [Mother Eater]s' bottom digivolution card.","[All Turns] While this Digimon is [Mother Eater], it gains ＜Rush＞ (This Digimon can attack the turn it comes into play.), ＜Alliance＞ (When this Digimon attacks, by suspending 1 of your other Digimon, add the suspended Digimon's DP to this Digimon and it gains ＜Security A. +1＞ for the attack.) and ＜Scapegoat＞ (When this Digimon would be deleted other than by your effects, by deleting 1 of your other Digimon, prevent that deletion.)",,Digimon Card Game,akemi-suedou-bt22-095,2025-06-20 18:00:32,,,['BT-22: Booster Cyber Eden']
Akihiro Kurata,Tamer,BT13-103,,3.0,,,,,Purple,,,,,,,U,,,"[Your Turn] When you would play a card with [Belphemon] in its name, by deleting 1 of your Digimon with [Gizmon] in its name, reduce the play cost by the play cost of the deleted Digimon.
[End of Opponent's Turn] [Once Per Turn] ＜Draw 1＞ (Draw 1 card from your deck.) and trash 1 card in your hand. Then, by placing this Tamer under 1 of your Digimon with [Belphemon] in its name as its bottom digivolution card, delete 1 of your opponent's level 6 Digimon.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,akihiro-kurata-bt13-103,2024-05-27 15:14:30,Akihiro Kurata,504302.0,['BT-13: Booster Versus Royal Knights']
Aldamon,Digimon,BT7-014,5.0,8.0,3.0,,,,Red,,Wizard,,Hybrid,8000.0,Variable,U,Hybrid,,"When one of your Digimon with a Tamer card in its digivolution cards would digivolve into this card in your hand, reduce the memory cost of the digivolution by 2.
[When Digivolving] If a card with the [Hybrid] trait is in this Digimon's digivolution cards, this Digimon gets +4000 DP for the turn.
","[Your Turn] While this Digimon has the [Hybrid] or [Ten Warriors] trait, it doesn't activate [Security] effects on Option cards it checks.",,Digimon Card Game,aldamon-bt7-014,2024-05-27 15:14:30,Aldamon,260563.0,['BT-07: Booster Next Adventure']
Aldamon,Digimon,BT17-014,5.0,8.0,4.0,,,,Red,Purple,Wizard,,Hybrid,8000.0,Variable,C,Hybrid,,"[Hand] [Main] By placing 1 [Agunimon] and [BurningGreymon] from your trash under 1 of your [Takuya Kanbara]s, digivolve it into this card as if that card is a level 4 red Digimon for a digivolution cost of 3.
[When Digivolving] Delete 1 of your opponent's Digimon with 6000 DP or less.","[Your Turn] While this Digimon has the [Hybrid] or [Ten Warriors] trait, it doesn't activate [Security] effects on option cards it checks.",,Digimon Card Game,aldamon-bt17-014,2024-05-27 15:14:30,Aldamon,559701.0,['BT-17: Booster Secret Crisis']
Alice McCoy,Tamer,EX2-064,,2.0,,,,,Purple,,,,,,,U,,,"[Your Turn] [Once Per Turn] When one of your Digimon would digivolve from level 5 to level 6, you may delete 1 of your Digimon to reduce the digivolution cost by 3.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,alice-mccoy-ex2-064,2024-05-27 15:14:30,Alice McCoy,274915.0,['EX-02: Theme Booster Digital Hazard']
Altea,Tamer,BT20-086,,4.0,,,,,Black,,LIBERATOR,,,,,U,,,"[Start of Your Turn] If you have 2 or less memory, set it to 3.
[Start of Your Main Phase] By placing 1 black Digimon card with the [Cyborg] or [Machine] trait with a play cost of 4 or less from your hand or trash at the bottom of your Digimon with such trait, flip your opponent's top face down security card face up.",Security Effect [Security] Play this card without paying the cost.,,Digimon Card Game,altea-bt20-086,2024-11-07 12:00:08,Altea,609723.0,"['BT-20: Booster Over the X', 'BT19-20: Special Booster Ver.2.5']"
Ancient Guardian Deity,Option,BT17-094,,2.0,,,,,Red,Blue,Ten Warriors,,,,,U,,,"While you have a Tamer or a Digimon with the [Hybrid] trait, you may ignore this card's color requirements.
[Main] You may return 1 Digimon card with the [Hybrid] trait or [Ten Warriors] trait from your trash to the hand. Then, you may play 1 Digimon card with the [Ten Warriors] trait or 1 Tamer card with inherited effects from your hand with the play cost reduced by 4.","Security Effect [Security] You may play 1 Tamer card with an inherited effect from your hand or trash without paying the cost. Then, add this card to the hand.",,Digimon Card Game,ancient-guardian-deity-bt17-094,2024-05-27 15:14:30,Ancient Guardian Deity,561099.0,"['BT-17: Booster Secret Crisis', 'Secret Crisis: Movie Memorial Pack']"
AncientMermaimon,Digimon,BT18-029,6.0,12.0,4.0,,,"DigiXros Requirements [DigiXros -2] [Lanamon] x [Calmaramon] 
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Blue,,Ancient Aquabeast,Ten Warriors,,12000.0,Data,U,,,"[On Play] [When Digivolving] Return 1 of your opponent's level 4 or lower Digimon to the hand. For each of your other Digimon, add 1 to this effect's level maximum.
[All Turns] When this Digimon would leave the battle area, you may return to the hand or play 1 level 4 or lower blue Digimon card from this Digimon's digivolution cards without paying the cost .",,"DigiXros Requirements [DigiXros -2] [Lanamon] x [Calmaramon] 
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Digimon Card Game,ancientmermaimon-bt18-029,2024-05-30 12:20:24,AncientMermaimon,586919.0,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
AncientTroymon,Digimon,BT18-055,6.0,12.0,4.0,,,"DigiXros Requirements [DigiXros -2] [Arbormon] x [Petaldramon] 
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Green,,Ancient Plant,Ten Warriors,,12000.0,Data,U,,,"[All Turns] [Once Per Turn] When an opponent's Digimon becomes suspended, trash their top security card.
[All Turns] When this Digimon would leave the battle area, you may return to the hand or play 1 level 4 or lower green Digimon card from this Digimon's digivolution cards without paying the cost.",,"DigiXros Requirements [DigiXros -2] [Arbormon] x [Petaldramon] 
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Digimon Card Game,ancienttroymon-bt18-055,2024-06-11 07:38:30,AncientTroymon,586920.0,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
AncientVolcanomon,Digimon,BT7-066,6.0,13.0,5.0,,,,Black,,Ancient Mineral,Ten Warriors,,13000.0,Virus,U,,,"[When Digivolving] ＜De-Digivolve 3＞ 1 of your opponent's Digimon. (Trash up to 3 cards from the top. You can't trash past level 3 cards.) 
[On Deletion] You may play 1 black level 4 or lower card with the [Hybrid] trait from your hand without paying its memory cost.",,,Digimon Card Game,ancientvolcanomon-bt7-066,2024-05-27 15:14:30,AncientVolcanomon,264374.0,['BT-07: Booster Next Adventure']
AncientVolcanomon,Digimon,BT18-017,6.0,12.0,4.0,,,"DigiXros Requirements [DigiXros -2] [Grumblemon] x [Gigasmon] 
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Red,,Ancient Mineral,Ten Warriors,,12000.0,Virus,U,,,"[On Play] [When Digivolving] Delete all of your opponent's Digimon with the lowest DP.
[All Turns] When this Digimon would leave the battle area, you may return to the hand or play 1 level 4 or lower red Digimon card from this Digimon's digivolution cards without paying the cost.",,"DigiXros Requirements [DigiXros -2] [Grumblemon] x [Gigasmon] 
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Digimon Card Game,ancientvolcanomon-bt18-017,2024-06-08 07:42:14,AncientVolcanomon,586918.0,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
AncientWisemon,Digimon,BT18-074,6.0,12.0,4.0,,,"DigiXros Requirements [DigiXros -2] [Mercurymon] x [Sephirothmon] 
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Black,,Ancient Mutant,Ten Warriors,,12000.0,Virus,U,,,"[On Play] [When Digivolving] You may reveal the top 3 cards of your deck. Play 1 black card with a play cost of 7 or less among them without paying the cost. Trash the rest.
[All Turns] When this Digimon would leave the battle area, you may return to the hand or play 1 level 4 or lower black Digimon card from this Digimon's digivolution cards without paying the cost .",,"DigiXros Requirements [DigiXros -2] [Mercurymon] x [Sephirothmon] 
When this would be played, you may place specified cards from your hand/battle area under it. Each one reduces the play cost.",Digimon Card Game,ancientwisemon-bt18-074,2024-06-02 12:20:54,AncientWisemon,586921.0,"['BT-18: Booster Elemental Successor', 'BT18-19: Special Booster Ver.2.0']"
Andromon,Digimon,BT2-061,5.0,7.0,3.0,Black,4.0,,Black,,Cyborg,,Ultimate,7000.0,Vaccine,C,Ultimate,,"＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.)",,,Digimon Card Game,andromon-bt2-061,2024-05-27 15:14:30,Andromon,230025.0,"['BT-02: Booster Ultimate Power', 'BT01-03: Release Special Booster Ver.1.0', 'BTC-01: Booster Ultimate Evolution', 'Tamer Battle Pack 4']"
Andromon,Digimon,EX1-048,5.0,7.0,3.0,Black,,,Black,,Cyborg,,,7000.0,Vaccine,C,,,[When Digivolving] You may reveal the top 3 cards of your deck. Add 1 level 6 card with the [Machine] trait among them to your hand. Trash the remaining cards.,"[Opponent's Turn] While this Digimon has the [Machine] trait, it gains ＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.).",,Digimon Card Game,andromon-ex1-048,2024-05-27 15:14:30,Andromon,256989.0,"['EX-01: Theme Booster Classic Collection', 'Regionals 2022']"
Andromon,Digimon,EX2-034,5.0,8.0,3.0,Black,,,Black,,Cyborg,,,6000.0,Vaccine,C,,,"＜Blocker＞ (At blocker timing, by suspending this Digimon, it becomes the attack target.)
[Opponent's Turn] All of your Digimon with ＜Blocker＞ get +2000 DP.",,,Digimon Card Game,andromon-ex2-034,2024-05-27 15:14:30,Andromon,274956.0,['EX-02: Theme Booster Digital Hazard']
Andromon,Digimon,ST15-10,5.0,7.0,3.0,Black,4.0,,Black,,Cyborg,,Ultimate,7000.0,Vaccine,U,Ultimate,,[When Digivolving] ＜De-Digivolve 1＞ 1 of your opponent's Digimon. (Trash the top card. You can't trash past level 3 cards.),＜Reboot＞ (Unsuspend this Digimon during your opponent's unsuspend phase.),,Digimon Card Game,andromon-st15-10,2024-05-27 15:14:30,Andromon,519890.0,['ST-15: Starter Deck Dragon of Courage']
Anemoi Embrace,Option,ST18-15,,5.0,,,,,Green,,LIBERATOR,,,,,U,,,"[Main] Suspend 1 Digimon. If this effect suspended your Digimon, return 1 of your opponent's suspended Digimon to the bottom of the deck. Then, unsuspend 1 Digimon.",Security Effect [Security] Return 1 of your opponent's suspended Digimon to the bottom of the deck.,,Digimon Card Game,anemoi-embrace-st18-15,2024-05-27 15:14:30,Anemoi Embrace,565063.0,['ST-18: Starter Deck Guardian Vortex']
Angemon,Digimon,ST3-05,4.0,5.0,2.0,Yellow,3.0,,Yellow,,Angel,,Champion,4000.0,Vaccine,U,Champion,,"Inherited Effect [When Attacking] If you have 4 or more security cards, gain 1 memory.",,,Digimon Card Game,angemon-st3-05,2024-05-27 15:14:30,Angemon,229793.0,"[""ST-3: Starter Deck Heaven's Yellow""]"
Angemon,Digimon,BT3-023,4.0,4.0,2.0,Blue,3.0,,Blue,,Angel,,Champion,3000.0,Vaccine,C,Champion,,Inherited Effect [When Attacking] Trash the bottom digivolution card of 1 of your opponent's Digimon.,,,Digimon Card Game,angemon-bt3-023,2024-05-27 15:14:30,Angemon - BT3-023,231711.0,"['BT-03: Booster Union Impact', 'BT01-03: Release Special Booster Ver.1.5']"
Angemon,Digimon,BT8-024,4.0,5.0,3.0,Blue,,,Blue,Yellow,Angel,,,6000.0,Vaccine,C,,,"[Your Turn] When this Digimon would digivolve, if you have 3 or fewer security cards, ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack.)","[When Attacking] If you have 3 or more security cards, return 1 of your opponent's level 3 Digimon to its owner's hand.",,Digimon Card Game,angemon-bt8-024,2024-05-27 15:14:30,Angemon,268778.0,"['BT-08: Booster New Awakening', ""Tamer's Selection Box Evolution Cup 2022""]"
Angemon,Digimon,EX1-028,4.0,6.0,2.0,Yellow,,,Yellow,,Angel,,,6000.0,Vaccine,C,,,"Inherited Effect [When Attacking] [Once Per Turn] If you have 3 or more security cards, this Digimon gets +1000 DP until the end of your opponent's next turn.",,,Digimon Card Game,angemon-ex1-028,2024-05-27 15:14:30,Angemon,255299.0,['EX-01: Theme Booster Classic Collection']
Angemon,Digimon,EX6-019,4.0,4.0,2.0,,,,Yellow,,Angel,,,4000.0,Vaccine,U,,,"＜Barrier＞ (When this Digimon would be deleted in battle, by trashing the top card of your security stack, prevent that deletion.)","[When Attacking] [Once Per Turn] If this Digimon has the [Angel], [Archangel] or [Three Great Angels] trait, ＜Draw 1＞ (Draw 1 card from your deck.)",,Digimon Card Game,angemon-ex6-019,2024-05-27 15:14:30,Angemon,555425.0,['EX-06: Theme Booster Infernal Ascension']
Angemon,Digimon,EX9-026,4.0,5.0,0.0,,,[Digivolve] Lv.3 w/[DM] trait: Cost 2,Yellow,,Angel,DM,,5000.0,Vaccine,U,,,"＜Training＞ (In the main phase, by suspending this Digimon, place your deck's top card face down as this Digimon's bottom digivolution card. This effect can also activate in the breeding area.)
[On Play] [When Digivolving] By placing 1 card in your hand face down as this Digimon's bottom digivolution card, give 1 of your opponent's Digimon ＜Security A. -1＞ (This Digimon checks 1 fewer security card.) and -3000 DP until their turn ends.","[On Deletion] If you have 3 or fewer security cards, ＜Recovery +1 (Deck)＞ (Place the top card of your deck on top of your security stack.)",[Digivolve] Lv.3 w/[DM] trait: Cost 2,Digimon Card Game,angemon-ex9-026,2025-05-02 12:00:54,Angemon,629972.0,['EX-09: Extra Booster Versus Monsters']
